"Aach, Hegau";"78267";"gemeinde@aach.de"
"Altenstadt";"63674";"fichtl@altenstadt.de"
"Altensteig, Württ";"72213";"edv@altenstieg.de"
"Altentreptow";"17087";"Altentreptow@t-online.de"
"Altötting";"84503";"wolfgang.karl@altoetting.de"
"Alzenau, Unterfr";"63755";"edv@alzenau.de"
"Alzey";"55232";"information@alzey.de"
"Amberg, Oberpf";"92224";"werner.weiss@amberg.de"
"Ammersbek";"22949";"info@ammersbek.de"
"Amöneburg";"35287";"m.tatzel@amoeneburg.de"
"Andernach";"56626";"edv@andernach.de"
"Annaberg- Buchholz";"09456";"birgit.suess@annaberg-buchholz.de"
"Annaburg, Sachs-Anh";"06925";"jens-uwefust@annaburg.de"
"Anröchte";"59609";"post@anroechte.de"
"Ansbach, Mittelfr";"91522";"ordnungsamt@ansbach.de"
"Apen";"26689";"gemeinde@apen.de"
"Apolda";"99510";"stefan.bittmann@apolda.de"
"Appenweier";"77767";"gemeinde@appenweier.de"
"Arnsberg";"59759";"stadt@arnsberg.de"
"Arnstadt";"99310";"rathaus@arnstadt.de"
"Artern";"06556";"kaemmerer@artern.de"
"Arzberg, Oberfr";"95659";"stadt@arzberg.de"
"Aschaffenburg";"63739";"dirk.stuhlmann@aschaffenburg.de"
"Aschaffenburg";"63741";"dirk.stuhlmann@aschaffenburg.de"
"Aschaffenburg";"63743";"dirk.stuhlmann@aschaffenburg.de"
"Ascheberg";"59387";"gemeinde@ascheberg.de"
"Aschersleben, Sachs-Anh";"06449";"d_herold@aschersleben.de"
"Asperg";"71679";"info@asperg.de"
"Aßlar";"35614";"strassenverkehrsbehoerde@asslar.de"
"Attendorn";"57439";"stadt@attendorn.de"
"Aue, Sachs";"08280";"info@aue.de"
"Auerbach, Oberpf";"91275";"michael.birl@auerbach.de"
"Augsburg";"86150";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86152";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86153";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86154";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86156";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86157";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86159";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86161";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86163";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86165";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86167";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86169";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86179";"ordnungsbehoerde@augsburg.de"
"Augsburg";"86199";"ordnungsbehoerde@augsburg.de"
"Augustdorf";"32832";"info@augustdorf.de"
"Aulendorf, Württ";"88326";"info@aulendorf.de"
"Aurich";"26603";"info@aurich.de"
"Backnang";"71522";"ralf.schorer@backnang.de"
"Bad Aibling";"83043";"benjamin.hickertseder@aibling.de"
"Bad Arolsen";"34454";"bjoern.specht@bad-arolsen.de"
"Bad Bentheim";"48455";"hauptamt@stadt-badbentheim.de"
"Bad Bergzabern";"76887";"info@bad-bergzabern.de"
"Bad Berleburg";"57319";"s_nuernberg@bad-berleberg.de"
"Bad Bevensen";"29549";"verwaltung@badbevensen.de"
"Bad Bramstedt";"24576";"webmaster@bad-bramstedt.de"
"Bad Camberg";"65520";"axel.pfeiffer@bad-camberg.de"
"Bad Driburg";"33014";"info@bad-driburg.de"
"Bad Dürkheim";"67098";"steffen.gauweiler@bad-duerkheim.de"
"Bad Dürrheim";"78073";"thomas.weber@bad-duerrheim.de"
"Bad Essen";"49152";"info@badessen.de"
"Bad Fallingbostel";"29683";"stadt@badfallingbostel.de"
"Bad Friedrichshall";"74177";"ordnungsamt@friedrichshall.de"
"Bad Füssing";"94072";"info@badfuessing.de"
"Bad Gandersheim";"37581";"stadt@bad-gandersheim.de"
"Bad Griesbach i. Rottal ";"94086";"webmaster@badgriesbach.de"
"Bad Grünenbach, Allg";"87730";"bastian.wassermann@gmx.de"
"Bad Harzburg";"38667";"martina.masuch@stadt-bad-harzburg.de"
"Bad Homburg";"61348";"ordnungspolizei@bad-homburg.de"
"Bad Homburg v d Höhe";"61350";"ordnungspolizei@bad-homburgde"
"Bad Homburg v d Höhe";"61352";"ordnungspolizei@bad-homburgde"
"Bad Honnef";"53604";"info@bad-honnef.de"
"Bad Iburg";"49186";"verwaltung@badiburg.de"
"Bad Kissingen";"97688";"shahn@stadt.badkissingen.de"
"Bad König";"64732";"waltherc@stadt.badkoenig.de"
"Bad Kreuznach";"55545";"ordnungsbehoerde@bad-kreuznach.de"
"Bad Krotzingen";"79189";"matthias.erhardt@bad-krozingen.de"
"Bad Laasphe";"57334";"post@bad-laasphe.de"
"Bad Laer";"49196";"rathaus@bad-laer.de"
"Bad Langensalza";"99947";"stadtverwaltung@bad-langensalza.thueringen.de"
"Bad Lauterberg im Harz";"37431";"rathaus@stadt-badlauterberg.de"
"Bad Liebenzell";"75378";"stadt@bad-liebenzell.de"
"Bad Lippspringe";"33175";"webmaster@bad-lippspringe.de"
"Bad Mergentheim";"97980";"claudia.gabel@bad-mergentheim.de"
"Bad Münder am Deister";"31848";"udo.koep@bad-muender.de"
"Bad Münstereifel";"53902";"j.mies@bad-muenstereifel.de"
"Bad Nauheim";"61231";"ronald.guttmann@bad-nauheim.de"
"Bad Neuenahr-Ahrweiler";"53474";"stadt@bad-neuenahr-ahrweiler.de"
"Bad Neustadt a. d. Saale";"97616";"edv@bad-neustadt.de"
"Bad Oeynhausen";"32545";"ordnungsamt@badoeynhausen.de"
"Bad Oldesloe";"23843";"holger.orlowski@badoldesloe.de"
"Bad Orb";"63619";"thangelstein.stadt@bad-orb.de"
"Bad Pyrmont";"31812";"t.sander@stadt-pyrmont.de"
"Bad Rappenau";"74906";"edv@badrappenau.de"
"Bad Reichenhall";"83421";"info@stadt-bad-reichenhall.de"
"Bad Reichenhall";"83435";"christian.staudacher@stadt-bad-reichenhall.de"
"Bad Säckingen";"79713";"bma@bad-saeckingen.de"
"Bad Salzdetfurth";"31162";"info@bad-salzdetfurth.de"
"Bad Salzuflen";"32105";"w.sander@bad-salzuflen.de"
"Bad Sauglau";"88348";"edv@bad-saulgau.de"
"Bad Schönborn";"76669";"gemeindeverwaltung@bad-schoenborn.de"
"Bad Schwartau";"23611";"stadtverwaltung@bad-schwartau.de"
"Bad Segeberg";"23795";"info@badsegeberg.de"
"Bad Soden";"65812";"info@bad-soden.de"
"Bad Soden Salmünster";"63628";"info@badsoden-salmuenster.de"
"Bad Tölz";"83646";"wondrak@bad-toelz.de"
"Bad Urach";"72574";"dick.robert@bad-urach.de"
"Bad Waldsee";"88339";"c.klink@bad-waldsee.de"
"Bad Wildbad";"75323";"a.rabsteyn@bad-wildbad.de"
"Bad Wildungen";"34537";"klaus.kawetschanky@bad-wildungen.de"
"Bad Windsheim";"91438";"andreas.hahn@bad-windsheim.de "
"Bad Wurzach";"88410";"stadt@bad-wurzach.de"
"Bad Zwischenahn";"26160";"luebben@bad-zwischenahn.de"
"Baddeckenstedt";"38271";"info@baddeckenstedt.de"
"baden baden";"76532";"fb.buergerdienste@baden-baden.de"
"Baden-Baden";"76530";"fb.buergerdienste@baden-baden.de"
"Baden-Baden";"76534";"fb.buergerdienste@baden-baden.de"
"Baesweiler";"52599";"info@stadt.baesweiler.de"
"Baiersbronn";"72270";"info@gemeindebaiersbronn.de"
"Balingen";"72336";"stadt@balingen.de"
"Bamberg";"96047";"zbs-pued@stadt.bamberg.de"
"Bamberg";"96049";"zbs-pued@stadt.bamberg.de"
"Bamberg";"96050";"zbs-pued@stadt.bamberg.de"
"Bamberg";"96052";"zbs-pued@stadt.bamberg.de"
"Barby";"39249";"k.knopf@stadt-barby.de"
"Bardowick";"21357";"info@samtgemeinde-bardowick.de"
"Bargteheide";"22941";"info@bargteheide.de"
"Barmstedt";"23355";"info@barmstedt.de"
"Barnstorf";"49406";"friedhelm.gieseke@barnstorf.de"
"Barsbüttel";"22885";"martin.eggers@barsbuettel.landsh.de"
"Barßel";"26676";"info@barssel.de"
"Bassum";"27211";"buergerservice@stadt.bassum.de"
"Baunatal";"34225";"magistrat@stadt-baunatal.de"
"Bautzen";"02625";"ordnungsamt@bautzen.de"
"Bayerisch Gmain";"83457";"gemeinde@bayerisch.gmain.de"
"Bayreuth";"95444";"Ordnungsamt@stadt.bayreuth.de"
"Bayreuth";"95445";"Ordnungsamt@stadt.bayreuth.de"
"Bayreuth";"95447";"Ordnungsamt@stadt.bayreuth.de"
"Bayreuth";"95448";"Ordnungsamt@stadt.bayreuth.de"
"Bayrischzell";"83735";"verwaltung@bayrischzell.de"
"Beckingen";"66701";"michael.werwie@beckingen.de"
"Beckum";"59269";"hadrian@beckum.de"
"Bedburg-Hau";"47551";"rathaus@bedburg-hau.de"
"Bederkesa";"27624";"info@sg-bederkesa.de"
"Beilngries";"92339";"info@beilngries.de"
"Beilstein";"71717";"irina.baumbusch@beilstein.de"
"Bellheim";"76756";"verbandsgemeinde@vg-bellheim.de"
"Belm";"49191";"edv@belm.de"
"Bensheim";"64625";"info@bensheim.de"
"Berching";"92334";"info@berching.de"
"Bergen";"29303";"BGM.Prokop@bergen-online.de"
"Bergheim";"50126";"kratz@bergheim.de"
"bergisch Gladbach";"51427";"geschaeftsstelle.fb3@stadt-gl.de"
"bergisch Gladbach";"51429";"geschaeftsstelle.fb3@stadt-gl.de"
"bergisch Gladbach";"51465";"geschaeftsstelle.fb3@stadt-gl.de"
"bergisch Gladbach";"51467";"geschaeftsstelle.fb3@stadt-gl.de"
"bergisch Gladbach";"51469";"geschaeftsstelle.fb3@stadt-gl.de"
"Bergkamen";"59192";"j.hensel@bergkamen.de"
"Bergkirchen";"85232";"gemeinde@bergkirchen.de"
"Berlin";"10115";"Anzeige@bowi.berlin.de"
"Berlin";"10117";"Anzeige@bowi.berlin.de"
"Berlin";"10119";"Anzeige@bowi.berlin.de"
"Berlin";"10178";"Anzeige@bowi.berlin.de"
"Berlin";"10179";"Anzeige@bowi.berlin.de"
"Berlin";"10243";"Anzeige@bowi.berlin.de"
"Berlin";"10245";"Anzeige@bowi.berlin.de"
"Berlin";"10247";"Anzeige@bowi.berlin.de"
"Berlin";"10249";"Anzeige@bowi.berlin.de"
"Berlin";"10315";"Anzeige@bowi.berlin.de"
"Berlin";"10317";"Anzeige@bowi.berlin.de"
"Berlin";"10318";"Anzeige@bowi.berlin.de"
"Berlin";"10319";"Anzeige@bowi.berlin.de"
"Berlin";"10365";"Anzeige@bowi.berlin.de"
"Berlin";"10367";"Anzeige@bowi.berlin.de"
"Berlin";"10369";"Anzeige@bowi.berlin.de"
"Berlin";"10405";"Anzeige@bowi.berlin.de"
"Berlin";"10407";"Anzeige@bowi.berlin.de"
"Berlin";"10409";"Anzeige@bowi.berlin.de"
"Berlin";"10435";"Anzeige@bowi.berlin.de"
"Berlin";"10437";"Anzeige@bowi.berlin.de"
"Berlin";"10439";"Anzeige@bowi.berlin.de"
"Berlin";"10551";"Anzeige@bowi.berlin.de"
"Berlin";"10553";"Anzeige@bowi.berlin.de"
"Berlin";"10555";"Anzeige@bowi.berlin.de"
"Berlin";"10557";"Anzeige@bowi.berlin.de"
"Berlin";"10559";"Anzeige@bowi.berlin.de"
"Berlin";"10585";"Anzeige@bowi.berlin.de"
"Berlin";"10587";"Anzeige@bowi.berlin.de"
"Berlin";"10589";"Anzeige@bowi.berlin.de"
"Berlin";"10623";"Anzeige@bowi.berlin.de"
"Berlin";"10625";"Anzeige@bowi.berlin.de"
"Berlin";"10627";"Anzeige@bowi.berlin.de"
"Berlin";"10629";"Anzeige@bowi.berlin.de"
"Berlin";"10707";"Anzeige@bowi.berlin.de"
"Berlin";"10709";"Anzeige@bowi.berlin.de"
"Berlin";"10711";"Anzeige@bowi.berlin.de"
"Berlin";"10713";"Anzeige@bowi.berlin.de"
"Berlin";"10715";"Anzeige@bowi.berlin.de"
"Berlin";"10717";"Anzeige@bowi.berlin.de"
"Berlin";"10719";"Anzeige@bowi.berlin.de"
"Berlin";"10777";"Anzeige@bowi.berlin.de"
"Berlin";"10779";"Anzeige@bowi.berlin.de"
"Berlin";"10781";"Anzeige@bowi.berlin.de"
"Berlin";"10783";"Anzeige@bowi.berlin.de"
"Berlin";"10785";"Anzeige@bowi.berlin.de"
"Berlin";"10787";"Anzeige@bowi.berlin.de"
"Berlin";"10789";"Anzeige@bowi.berlin.de"
"Berlin";"10823";"Anzeige@bowi.berlin.de"
"Berlin";"10825";"Anzeige@bowi.berlin.de"
"Berlin";"10827";"Anzeige@bowi.berlin.de"
"Berlin";"10829";"Anzeige@bowi.berlin.de"
"Berlin";"10961";"Anzeige@bowi.berlin.de"
"Berlin";"10963";"Anzeige@bowi.berlin.de"
"Berlin";"10965";"Anzeige@bowi.berlin.de"
"Berlin";"10967";"Anzeige@bowi.berlin.de"
"Berlin";"10969";"Anzeige@bowi.berlin.de"
"Berlin";"10997";"Anzeige@bowi.berlin.de"
"Berlin";"10999";"Anzeige@bowi.berlin.de"
"Berlin";"12043";"Anzeige@bowi.berlin.de"
"Berlin";"12045";"Anzeige@bowi.berlin.de"
"Berlin";"12047";"Anzeige@bowi.berlin.de"
"Berlin";"12049";"Anzeige@bowi.berlin.de"
"Berlin";"12051";"Anzeige@bowi.berlin.de"
"Berlin";"12053";"Anzeige@bowi.berlin.de"
"Berlin";"12055";"Anzeige@bowi.berlin.de"
"Berlin";"12057";"Anzeige@bowi.berlin.de"
"Berlin";"12059";"Anzeige@bowi.berlin.de"
"Berlin";"12099";"Anzeige@bowi.berlin.de"
"Berlin";"12101";"Anzeige@bowi.berlin.de"
"Berlin";"12103";"Anzeige@bowi.berlin.de"
"Berlin";"12105";"Anzeige@bowi.berlin.de"
"Berlin";"12107";"Anzeige@bowi.berlin.de"
"Berlin";"12109";"Anzeige@bowi.berlin.de"
"Berlin";"12157";"Anzeige@bowi.berlin.de"
"Berlin";"12159";"Anzeige@bowi.berlin.de"
"Berlin";"12161";"Anzeige@bowi.berlin.de"
"Berlin";"12163";"Anzeige@bowi.berlin.de"
"Berlin";"12165";"Anzeige@bowi.berlin.de"
"Berlin";"12167";"Anzeige@bowi.berlin.de"
"Berlin";"12169";"Anzeige@bowi.berlin.de"
"Berlin";"12203";"Anzeige@bowi.berlin.de"
"Berlin";"12205";"Anzeige@bowi.berlin.de"
"Berlin";"12207";"Anzeige@bowi.berlin.de"
"Berlin";"12209";"Anzeige@bowi.berlin.de"
"Berlin";"12247";"Anzeige@bowi.berlin.de"
"Berlin";"12249";"Anzeige@bowi.berlin.de"
"Berlin";"12277";"Anzeige@bowi.berlin.de"
"Berlin";"12279";"Anzeige@bowi.berlin.de"
"Berlin";"12305";"Anzeige@bowi.berlin.de"
"Berlin";"12307";"Anzeige@bowi.berlin.de"
"Berlin";"12309";"Anzeige@bowi.berlin.de"
"Berlin";"12347";"Anzeige@bowi.berlin.de"
"Berlin";"12349";"Anzeige@bowi.berlin.de"
"Berlin";"12351";"Anzeige@bowi.berlin.de"
"Berlin";"12353";"Anzeige@bowi.berlin.de"
"Berlin";"12355";"Anzeige@bowi.berlin.de"
"Berlin";"12357";"Anzeige@bowi.berlin.de"
"Berlin";"12359";"Anzeige@bowi.berlin.de"
"Berlin";"12435";"Anzeige@bowi.berlin.de"
"Berlin";"12437";"Anzeige@bowi.berlin.de"
"Berlin";"12439";"Anzeige@bowi.berlin.de"
"Berlin";"12459";"Anzeige@bowi.berlin.de"
"Berlin";"12487";"Anzeige@bowi.berlin.de"
"Berlin";"12489";"Anzeige@bowi.berlin.de"
"Berlin";"12524";"Anzeige@bowi.berlin.de"
"Berlin";"12526";"Anzeige@bowi.berlin.de"
"Berlin";"12527";"Anzeige@bowi.berlin.de"
"Berlin";"12555";"Anzeige@bowi.berlin.de"
"Berlin";"12557";"Anzeige@bowi.berlin.de"
"Berlin";"12559";"Anzeige@bowi.berlin.de"
"Berlin";"12587";"Anzeige@bowi.berlin.de"
"Berlin";"12589";"Anzeige@bowi.berlin.de"
"Berlin";"12619";"Anzeige@bowi.berlin.de"
"Berlin";"12621";"Anzeige@bowi.berlin.de"
"Berlin";"12623";"Anzeige@bowi.berlin.de"
"Berlin";"12627";"Anzeige@bowi.berlin.de"
"Berlin";"12629";"Anzeige@bowi.berlin.de"
"Berlin";"12679";"Anzeige@bowi.berlin.de"
"Berlin";"12681";"Anzeige@bowi.berlin.de"
"Berlin";"12683";"Anzeige@bowi.berlin.de"
"Berlin";"12685";"Anzeige@bowi.berlin.de"
"Berlin";"12687";"Anzeige@bowi.berlin.de"
"Berlin";"12689";"Anzeige@bowi.berlin.de"
"Berlin";"13051";"Anzeige@bowi.berlin.de"
"Berlin";"13053";"Anzeige@bowi.berlin.de"
"Berlin";"13055";"Anzeige@bowi.berlin.de"
"Berlin";"13057";"Anzeige@bowi.berlin.de"
"Berlin";"13059";"Anzeige@bowi.berlin.de"
"Berlin";"13086";"Anzeige@bowi.berlin.de"
"Berlin";"13088";"Anzeige@bowi.berlin.de"
"Berlin";"13089";"Anzeige@bowi.berlin.de"
"Berlin";"13125";"Anzeige@bowi.berlin.de"
"Berlin";"13127";"Anzeige@bowi.berlin.de"
"Berlin";"13129";"Anzeige@bowi.berlin.de"
"Berlin";"13156";"Anzeige@bowi.berlin.de"
"Berlin";"13158";"Anzeige@bowi.berlin.de"
"Berlin";"13159";"Anzeige@bowi.berlin.de"
"Berlin";"13187";"Anzeige@bowi.berlin.de"
"Berlin";"13189";"Anzeige@bowi.berlin.de"
"Berlin";"13347";"Anzeige@bowi.berlin.de"
"Berlin";"13349";"Anzeige@bowi.berlin.de"
"Berlin";"13351";"Anzeige@bowi.berlin.de"
"Berlin";"13353";"Anzeige@bowi.berlin.de"
"Berlin";"13355";"Anzeige@bowi.berlin.de"
"Berlin";"13357";"Anzeige@bowi.berlin.de"
"Berlin";"13359";"Anzeige@bowi.berlin.de"
"Berlin";"13403";"Anzeige@bowi.berlin.de"
"Berlin";"13405";"Anzeige@bowi.berlin.de"
"Berlin";"13407";"Anzeige@bowi.berlin.de"
"Berlin";"13409";"Anzeige@bowi.berlin.de"
"Berlin";"13435";"Anzeige@bowi.berlin.de"
"Berlin";"13437";"Anzeige@bowi.berlin.de"
"Berlin";"13439";"Anzeige@bowi.berlin.de"
"Berlin";"13465";"Anzeige@bowi.berlin.de"
"Berlin";"13467";"Anzeige@bowi.berlin.de"
"Berlin";"13469";"Anzeige@bowi.berlin.de"
"Berlin";"13503";"Anzeige@bowi.berlin.de"
"Berlin";"13505";"Anzeige@bowi.berlin.de"
"Berlin";"13507";"Anzeige@bowi.berlin.de"
"Berlin";"13509";"Anzeige@bowi.berlin.de"
"Berlin";"13581";"Anzeige@bowi.berlin.de"
"Berlin";"13583";"Anzeige@bowi.berlin.de"
"Berlin";"13585";"Anzeige@bowi.berlin.de"
"Berlin";"13587";"Anzeige@bowi.berlin.de"
"Berlin";"13589";"Anzeige@bowi.berlin.de"
"Berlin";"13591";"Anzeige@bowi.berlin.de"
"Berlin";"13593";"Anzeige@bowi.berlin.de"
"Berlin";"13595";"Anzeige@bowi.berlin.de"
"Berlin";"13597";"Anzeige@bowi.berlin.de"
"Berlin";"13599";"Anzeige@bowi.berlin.de"
"Berlin";"13627";"Anzeige@bowi.berlin.de"
"Berlin";"13629";"Anzeige@bowi.berlin.de"
"Berlin";"14050";"Anzeige@bowi.berlin.de"
"Berlin";"14052";"Anzeige@bowi.berlin.de"
"Berlin";"14053";"Anzeige@bowi.berlin.de"
"Berlin";"14055";"Anzeige@bowi.berlin.de"
"Berlin";"14057";"Anzeige@bowi.berlin.de"
"Berlin";"14059";"Anzeige@bowi.berlin.de"
"Berlin";"14089";"Anzeige@bowi.berlin.de"
"Berlin";"14109";"Anzeige@bowi.berlin.de"
"Berlin";"14129";"Anzeige@bowi.berlin.de"
"Berlin";"14163";"Anzeige@bowi.berlin.de"
"Berlin";"14165";"Anzeige@bowi.berlin.de"
"Berlin";"14167";"Anzeige@bowi.berlin.de"
"Berlin";"14169";"Anzeige@bowi.berlin.de"
"Berlin";"14193";"Anzeige@bowi.berlin.de"
"Berlin";"14195";"Anzeige@bowi.berlin.de"
"Berlin";"14197";"Anzeige@bowi.berlin.de"
"Berlin";"14199";"Anzeige@bowi.berlin.de"
"Berlin Treptow";"12414";"ordnungsamt@ba-tk.berlin.de"
"Bernau bei Berlin";"16321";"ordnungsamt@bernau-bei-berlin.de"
"Bernburg";"06406";"stadt@bernburg.de"
"Bernburg";"6406";"stadt@bernburg.de"
"Bersenbrück";"49593";"info@bersenbrueck.de"
"Beverstedt";"27616";"samtgemeinde@beverstedt.de"
"Bexbach";"66450";"info@bexbach.de"
"Biberach a. d. Riß";"88400";"info@biberach-riss.de"
"Biberach an der Riß";"88396";"poststelle@biberach.de"
"Biebertal";"35444";"mthome@biebertal.de"
"Bielefeld";"33602";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33604";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33605";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33607";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33609";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33611";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33613";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33615";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33617";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33619";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33647";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33649";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33659";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33689";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33699";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33719";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33729";"bussgeld.verkehr@bielefeld.de"
"Bielefeld";"33739";"bussgeld.verkehr@bielefeld.de"
"Bietigheim-Bissingen";"74321";"stadt@bietigheim-bissingen.de"
"Bingen";"55411";"stadtverwaltung@bingen.de"
"Birkenfeld";"75217";"gerhard.bernard@birkenfeld-enzkreis.de"
"Birstein";"63633";"info@birstein.de"
"Bisingen";"72406";"info@bisingen.de"
"Bissendorf";"49143";"info@bissendorf.de"
"Bitterfeld-Wolfen";"06749";"verkehrsowig@bitterfeld-wolfen.de"
"Bitterfeld-Wolfen";"06766";"verkehrsowig@bitterfeld-wolfen.de"
"Bitterfeld-Wolfen";"06803";"verkehrsowig@bitterfeld-wolfen.de"
"Bitterfeld-Wolfen";"06808";"verkehrsowig@bitterfeld-wolfen.de"
"Blaubeuren";"89143";"rfischer@rathaus.blaubeuren.de"
"Blaustein";"89134";"pfemeter@blaustein.de"
"Bleckede";"21354";"stadt-bleckede@t-online.de"
"Blieskastel";"66440";"info@blieskastel.de"
"Blumberg";"78176";"info@stadt-blumberg.de"
"Bobingen";"86399";"poststelle-stadt@bobingen.de"
"Böblingen";"71032";"stadt@boeblingen.de"
"Bocholt";"46395";"stadtverwaltung@mail.bocholt.de"
"Bochum";"44777";"verkehrsueberwachung@bochum.de"
"Bochum";"44787";"verkehrsueberwachung@bochum.de"
"Bochum";"44789";"verkehrsueberwachung@bochum.de"
"Bochum";"44791";"verkehrsueberwachung@bochum.de"
"Bochum";"44793";"verkehrsueberwachung@bochum.de"
"Bochum";"44795";"verkehrsueberwachung@bochum.de"
"Bochum";"44797";"verkehrsueberwachung@bochum.de"
"Bochum";"44799";"verkehrsueberwachung@bochum.de"
"Bochum";"44801";"verkehrsueberwachung@bochum.de"
"Bochum";"44803";"verkehrsueberwachung@bochum.de"
"Bochum";"44805";"verkehrsueberwachung@bochum.de"
"Bochum";"44807";"verkehrsueberwachung@bochum.de"
"Bochum";"44809";"verkehrsueberwachung@bochum.de"
"Bochum";"44866";"verkehrsueberwachung@bochum.de"
"Bochum";"44867";"verkehrsueberwachung@bochum.de"
"Bochum";"44869";"verkehrsueberwachung@bochum.de"
"Bochum";"44879";"verkehrsueberwachung@bochum.de"
"Bochum";"44892";"verkehrsueberwachung@bochum.de"
"Bochum";"44894";"verkehrsueberwachung@bochum.de"
"Bockenem";"31167";"bernd.winkler@bockenem.de"
"Bodenheim";"55294";"edv-service@vg-bodenheim.de"
"Bodenwerder";"37619";"stadtdirektor@bodenwerder.de"
"Bohmte";"49163";"rathaus@bohmte.de"
"Boizenburg";"19258";"stadt@boizenburg.de"
